antecedents,consequents,support,confidence,lift
"Stacking_nan,Packaging_Type_Encoded,Dropped,Impact_Events",Damaged,0.015,0.4285714285714285,2.2556390977443606
"Fill_Level_Underfilled,Packaging_Type_Encoded,Stacking_nan",Damaged,0.03,0.4285714285714285,2.2556390977443606
"Fill_Level_Underfilled,Impact_Events","Packaging_Type_Encoded,Damaged",0.065,0.325,2.241379310344828
"Fragile_Label,Dropped","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Packaging_Type_Encoded,Handling_Stage_Sorting,Fill_Level_Overfilled","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Fill_Level_Underfilled,Dropped,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Humidity_Level_Medium,Fill_Level_Underfilled,Packaging_Type_Encoded","Damaged,Impact_Events",0.02,0.33333333333333337,2.2222222222222228
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Loading,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Humidity_Level_Medium,Stacking_High,Handling_Stage_Transport","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Packaging_Type_Encoded,Fragile_Label,Stacking_High,Humidity_Level_Low","Damaged,Impact_Events",0.02,0.33333333333333337,2.2222222222222228
"Humidity_Level_Medium,Packaging_Type_Encoded,Dropped,Fill_Level_Proper","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Humidity_Level_Medium,Stacking_High,Handling_Stage_Transport,Fill_Level_Proper","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Fragile_Label,Handling_Stage_Loading","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Fill_Level_Underfilled,Packaging_Type_Encoded,Stacking_nan,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Fragile_Label,Packaging_Type_Encoded,Handling_Stage_Sorting,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Fill_Level_Underfilled,Packaging_Type_Encoded,Dropped,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.33333333333333337,2.2222222222222228
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded,Humidity_Level_Low","Damaged,Impact_Events",0.015,0.3333333333333333,2.2222222222222223
"Fragile_Label,Packaging_Type_Encoded,Handling_Stage_Sorting","Damaged,Impact_Events",0.015,0.3333333333333333,2.2222222222222223
"Fragile_Label,Stacking_High,Impact_Events,Humidity_Level_Low",Damaged,0.025,0.4166666666666667,2.192982456140351
Dropped,Damaged,0.06,0.41379310344827586,2.1778584392014517
"Stacking_Moderate,Humidity_Level_High",Damaged,0.035,0.411764705882353,2.1671826625387
Fill_Level_Underfilled,"Packaging_Type_Encoded,Damaged",0.08,0.3137254901960784,2.1636240703177823
"Fragile_Label,Fill_Level_Underfilled","Packaging_Type_Encoded,Damaged",0.025,0.3125,2.1551724137931036
"Humidity_Level_Medium,Stacking_High,Fill_Level_Proper","Packaging_Type_Encoded,Damaged",0.025,0.3125,2.1551724137931036
"Dropped,Stacking_nan","Packaging_Type_Encoded,Damaged",0.025,0.3125,2.1551724137931036
"Humidity_Level_Medium,Stacking_High",Damaged,0.045,0.40909090909090906,2.15311004784689
Dropped,"Packaging_Type_Encoded,Damaged",0.045,0.3103448275862069,2.1403091557669445
"Fill_Level_Underfilled,Humidity_Level_Low","Packaging_Type_Encoded,Damaged",0.04,0.3076923076923077,2.1220159151193636
"Stacking_Moderate,Humidity_Level_High,Impact_Events","Packaging_Type_Encoded,Damaged",0.02,0.3076923076923077,2.1220159151193636
"Humidity_Level_Medium,Dropped,Impact_Events","Packaging_Type_Encoded,Damaged",0.02,0.3076923076923077,2.1220159151193636
"Humidity_Level_Medium,Stacking_High","Damaged,Impact_Events",0.035,0.31818181818181823,2.1212121212121215
"Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting,Fill_Level_Overfilled",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Fragile_Label,Stacking_High,Handling_Stage_Delivery,Fill_Level_Proper",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Stacking_nan,Handling_Stage_Conveyor,Impact_Events,Humidity_Level_Low",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Packaging_Type_Encoded,Stacking_Moderate,Fill_Level_Underfilled,Handling_Stage_Conveyor",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Fill_Level_Underfilled,Impact_Events",Damaged,0.08,0.39999999999999997,2.1052631578947367
"Fill_Level_Underfilled,Impact_Events,Stacking_nan,Humidity_Level_Low",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Stacking_High,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Humidity_Level_Medium,Dropped,Packaging_Type_Encoded,Impact_Events,Stacking_nan",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Fragile_Label,Handling_Stage_Sorting,Impact_Events",Damaged,0.02,0.39999999999999997,2.1052631578947367
"Humidity_Level_Medium,Packaging_Type_Encoded,Dropped,Stacking_nan",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Fragile_Label,Handling_Stage_Conveyor,Impact_Events",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Packaging_Type_Encoded,Fragile_Label,Handling_Stage_Conveyor",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Humidity_Level_Low,Handling_Stage_Conveyor,Stacking_nan",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Stacking_nan,Packaging_Type_Encoded,Handling_Stage_Loading,Impact_Events",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Fill_Level_Overfilled,Humidity_Level_High,Impact_Events",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events,Fill_Level_Proper",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Humidity_Level_Medium,Handling_Stage_Sorting,Impact_Events",Damaged,0.02,0.39999999999999997,2.1052631578947367
"Fragile_Label,Fill_Level_Underfilled,Impact_Events",Damaged,0.03,0.4,2.1052631578947367
"Fragile_Label,Stacking_High,Handling_Stage_Delivery,Packaging_Type_Encoded,Fill_Level_Proper",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Humidity_Level_Low,Stacking_High,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Stacking_Moderate,Packaging_Type_Encoded,Fill_Level_Overfilled",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Stacking_Moderate,Fill_Level_Underfilled,Handling_Stage_Conveyor",Damaged,0.01,0.39999999999999997,2.1052631578947367
"Humidity_Level_Low,Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events",Damaged,0.02,0.39999999999999997,2.1052631578947367
"Dropped,Impact_Events","Packaging_Type_Encoded,Damaged",0.035,0.30434782608695654,2.0989505247376314
Fill_Level_Underfilled,"Damaged,Impact_Events",0.08,0.3137254901960784,2.0915032679738563
"Fill_Level_Underfilled,Stacking_nan","Damaged,Impact_Events",0.025,0.3125,2.0833333333333335
"Fragile_Label,Stacking_High,Fill_Level_Proper","Packaging_Type_Encoded,Damaged",0.015,0.3,2.0689655172413794
Dropped,"Damaged,Impact_Events",0.045,0.3103448275862069,2.0689655172413794
"Humidity_Level_Medium,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged",0.015,0.3,2.0689655172413794
"Fragile_Label,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged",0.015,0.3,2.0689655172413794
"Dropped,Impact_Events",Damaged,0.045,0.3913043478260869,2.0594965675057204
"Stacking_Moderate,Packaging_Type_Encoded,Humidity_Level_High","Damaged,Impact_Events",0.02,0.3076923076923077,2.0512820512820515
"Humidity_Level_Medium,Handling_Stage_Sorting","Damaged,Impact_Events",0.02,0.3076923076923077,2.0512820512820515
"Fill_Level_Underfilled,Humidity_Level_Low","Damaged,Impact_Events",0.04,0.3076923076923077,2.0512820512820515
"Humidity_Level_Medium,Stacking_High,Impact_Events",Damaged,0.035,0.38888888888888895,2.0467836257309946
"Humidity_Level_Medium,Dropped,Impact_Events",Damaged,0.025,0.38461538461538464,2.0242914979757085
"Stacking_Moderate,Humidity_Level_High,Impact_Events",Damaged,0.025,0.38461538461538464,2.0242914979757085
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded,Impact_Events",Damaged,0.025,0.38461538461538464,2.0242914979757085
"Fill_Level_Underfilled,Humidity_Level_Low",Damaged,0.05,0.38461538461538464,2.0242914979757085
"Packaging_Type_Encoded,Humidity_Level_Medium,Stacking_High,Fill_Level_Proper",Damaged,0.025,0.38461538461538464,2.0242914979757085
"Fill_Level_Underfilled,Packaging_Type_Encoded,Impact_Events",Damaged,0.065,0.38235294117647056,2.0123839009287923
"Humidity_Level_Medium,Dropped,Fill_Level_Proper","Damaged,Impact_Events",0.015,0.3,2.0
"Humidity_Level_Medium,Dropped,Stacking_nan","Damaged,Impact_Events",0.015,0.3,2.0
"Packaging_Type_Encoded,Dropped,Humidity_Level_Low","Damaged,Impact_Events",0.015,0.3,2.0
"Packaging_Type_Encoded,Dropped,Stacking_nan","Damaged,Impact_Events",0.015,0.3,2.0
"Humidity_Level_Medium,Packaging_Type_Encoded,Handling_Stage_Sorting","Damaged,Impact_Events",0.015,0.3,2.0
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting",Damaged,0.015,0.375,1.9736842105263157
"Stacking_Moderate,Handling_Stage_Sorting,Impact_Events",Damaged,0.015,0.375,1.9736842105263157
"Fragile_Label,Packaging_Type_Encoded,Handling_Stage_Sorting,Impact_Events",Damaged,0.015,0.375,1.9736842105263157
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Loading",Damaged,0.015,0.375,1.9736842105263157
"Fill_Level_Proper,Humidity_Level_Medium,Stacking_High",Damaged,0.03,0.375,1.9736842105263157
"Humidity_Level_Low,Fill_Level_Underfilled,Stacking_nan",Damaged,0.015,0.375,1.9736842105263157
"Humidity_Level_Medium,Packaging_Type_Encoded,Stacking_High",Damaged,0.03,0.375,1.9736842105263157
"Fragile_Label,Fill_Level_Underfilled",Damaged,0.03,0.375,1.9736842105263157
"Fill_Level_Underfilled,Stacking_nan",Damaged,0.03,0.375,1.9736842105263157
"Fragile_Label,Handling_Stage_Conveyor",Damaged,0.015,0.375,1.9736842105263157
"Stacking_High,Handling_Stage_Sorting",Damaged,0.015,0.375,1.9736842105263157
Fill_Level_Underfilled,Damaged,0.095,0.37254901960784315,1.9607843137254901
"Humidity_Level_Low,Fill_Level_Underfilled,Impact_Events",Damaged,0.04,0.36363636363636365,1.9138755980861244
"Fill_Level_Underfilled,Packaging_Type_Encoded,Humidity_Level_Low",Damaged,0.04,0.36363636363636365,1.9138755980861244
"Fragile_Label,Fill_Level_Underfilled,Humidity_Level_Low",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Fragile_Label,Fill_Level_Underfilled,Impact_Events,Humidity_Level_Low",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Stacking_Moderate,Fragile_Label,Impact_Events",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Stacking_nan,Dropped,Impact_Events",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Stacking_High,Handling_Stage_Loading",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Packaging_Type_Encoded,Fill_Level_Underfilled,Handling_Stage_Conveyor",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Fill_Level_Underfilled,Humidity_Level_High",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Fragile_Label,Handling_Stage_Sorting",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Fill_Level_Underfilled,Handling_Stage_Conveyor",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Fill_Level_Underfilled,Packaging_Type_Encoded,Humidity_Level_High",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Stacking_High,Handling_Stage_Loading,Impact_Events",Damaged,0.02,0.36363636363636365,1.9138755980861244
"Fragile_Label,Stacking_High,Humidity_Level_Low",Damaged,0.025,0.35714285714285715,1.8796992481203008
"Humidity_Level_Medium,Dropped",Damaged,0.025,0.35714285714285715,1.8796992481203008
"Humidity_Level_Medium,Fill_Level_Underfilled",Damaged,0.025,0.35714285714285715,1.8796992481203008
"Packaging_Type_Encoded,Fragile_Label,Stacking_High,Impact_Events",Damaged,0.025,0.35714285714285715,1.8796992481203008
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded",Damaged,0.025,0.35714285714285715,1.8796992481203008
"Fill_Level_Underfilled,Packaging_Type_Encoded",Damaged,0.08,0.35555555555555557,1.8713450292397662
"Fragile_Label,Packaging_Type_Encoded,Stacking_High",Damaged,0.03,0.3529411764705882,1.8575851393188854
"Fragile_Label,Stacking_High,Impact_Events",Damaged,0.03,0.3529411764705882,1.8575851393188854
"Humidity_Level_Low,Stacking_High,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Loading",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Packaging_Type_Encoded,Handling_Stage_Sorting,Fill_Level_Overfilled",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Fragile_Label,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Humidity_Level_Medium,Fill_Level_Proper,Stacking_High,Impact_Events",Damaged,0.02,0.33333333333333337,1.7543859649122808
"Humidity_Level_Medium,Packaging_Type_Encoded,Dropped,Fill_Level_Proper",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Humidity_Level_Medium,Stacking_High,Handling_Stage_Delivery,Fill_Level_Proper",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Fill_Level_Proper,Stacking_High,Handling_Stage_Transport,Impact_Events",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Fragile_Label,Handling_Stage_Loading",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Handling_Stage_Conveyor,Fill_Level_Overfilled",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Fragile_Label,Stacking_High",Damaged,0.035,0.33333333333333337,1.7543859649122808
"Humidity_Level_Medium,Dropped,Packaging_Type_Encoded,Impact_Events,Fill_Level_Proper",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Humidity_Level_Medium,Fill_Level_Underfilled,Packaging_Type_Encoded",Damaged,0.02,0.33333333333333337,1.7543859649122808
"Humidity_Level_Low,Fragile_Label,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Packaging_Type_Encoded,Fragile_Label,Stacking_High,Humidity_Level_Low",Damaged,0.02,0.33333333333333337,1.7543859649122808
"Humidity_Level_Medium,Stacking_High,Handling_Stage_Delivery,Packaging_Type_Encoded,Fill_Level_Proper",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Fragile_Label,Handling_Stage_Loading,Impact_Events",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Transport,Impact_Events",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Fragile_Label,Packaging_Type_Encoded,Handling_Stage_Sorting,Humidity_Level_Low",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Loading,Humidity_Level_Low",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Packaging_Type_Encoded,Handling_Stage_Conveyor,Stacking_High,Impact_Events",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Impact_Events",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Stacking_Moderate,Packaging_Type_Encoded,Handling_Stage_Sorting,Impact_Events",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Stacking_High,Handling_Stage_Sorting,Impact_Events",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_Low",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Stacking_nan,Handling_Stage_Loading,Impact_Events",Damaged,0.01,0.33333333333333337,1.7543859649122808
"Packaging_Type_Encoded,Humidity_Level_Medium,Stacking_High,Impact_Events",Damaged,0.02,0.33333333333333337,1.7543859649122808
"Humidity_Level_Low,Fragile_Label,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Stacking_High,Handling_Stage_Transport,Impact_Events",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Packaging_Type_Encoded,Fill_Level_Underfilled,Handling_Stage_Conveyor,Impact_Events",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Fill_Level_Underfilled,Packaging_Type_Encoded,Impact_Events,Humidity_Level_Low",Damaged,0.03,0.3333333333333333,1.7543859649122806
"Humidity_Level_Medium,Fill_Level_Proper,Dropped,Impact_Events",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded,Humidity_Level_Low",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Fill_Level_Underfilled,Handling_Stage_Conveyor,Impact_Events",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Humidity_Level_Medium,Stacking_High,Packaging_Type_Encoded,Impact_Events,Fill_Level_Proper",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Humidity_Level_Medium,Stacking_nan,Dropped,Impact_Events",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Fill_Level_Proper,Packaging_Type_Encoded,Dropped",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Fragile_Label,Packaging_Type_Encoded,Handling_Stage_Sorting",Damaged,0.015,0.3333333333333333,1.7543859649122806
"Handling_Stage_Sorting,Impact_Events",Damaged,0.045,0.3103448275862069,1.633393829401089
"Humidity_Level_Medium,Handling_Stage_Sorting",Damaged,0.02,0.3076923076923077,1.6194331983805668
"Humidity_Level_Low,Stacking_High,Impact_Events",Damaged,0.04,0.3076923076923077,1.6194331983805668
"Fill_Level_Proper,Stacking_High,Handling_Stage_Delivery",Damaged,0.02,0.3076923076923077,1.6194331983805668
"Stacking_High,Handling_Stage_Transport",Damaged,0.02,0.3076923076923077,1.6194331983805668
"Packaging_Type_Encoded,Handling_Stage_Sorting,Impact_Events",Damaged,0.035,0.30434782608695654,1.6018306636155608
"Stacking_High,Impact_Events",Damaged,0.08,0.3018867924528302,1.5888778550148956
"Stacking_Moderate,Fill_Level_Overfilled",Damaged,0.015,0.3,1.5789473684210527
"Handling_Stage_Conveyor,Humidity_Level_High",Damaged,0.015,0.3,1.5789473684210527
"Packaging_Type_Encoded,Handling_Stage_Loading,Impact_Events,Humidity_Level_Low",Damaged,0.015,0.3,1.5789473684210527
"Humidity_Level_Medium,Stacking_High,Handling_Stage_Delivery",Damaged,0.015,0.3,1.5789473684210527
"Humidity_Level_Medium,Packaging_Type_Encoded,Handling_Stage_Sorting",Damaged,0.015,0.3,1.5789473684210527
"Humidity_Level_Medium,Dropped,Stacking_nan",Damaged,0.015,0.3,1.5789473684210527
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Transport",Damaged,0.015,0.3,1.5789473684210527
"Fill_Level_Proper,Stacking_High,Fragile_Label",Damaged,0.015,0.3,1.5789473684210527
"Stacking_Moderate,Packaging_Type_Encoded,Impact_Events,Fragile_Label",Damaged,0.015,0.3,1.5789473684210527
"Fill_Level_Proper,Stacking_High,Handling_Stage_Transport",Damaged,0.015,0.3,1.5789473684210527
"Fill_Level_Proper,Humidity_Level_Medium,Dropped",Damaged,0.015,0.3,1.5789473684210527
