antecedents,consequents,support,confidence,lift
"Impact_Events,Handling_Stage_Sorting,Fill_Level_Overfilled","Damaged,Dropped",0.01,0.33333333333333337,5.555555555555556
"Stacking_High,Dropped,Impact_Events","Fill_Level_Proper,Damaged",0.01,0.33333333333333337,5.555555555555556
"Humidity_Level_Medium,Handling_Stage_Sorting,Stacking_nan","Damaged,Dropped",0.015,0.3333333333333333,5.555555555555555
"Packaging_Type_Encoded,Dropped,Humidity_Level_Low","Damaged,Stacking_nan",0.015,0.3,5.454545454545454
"Humidity_Level_Medium,Packaging_Type_Encoded,Handling_Stage_Sorting","Damaged,Stacking_nan",0.015,0.3,5.454545454545454
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting","Damaged,Humidity_Level_Low",0.015,0.375,5.357142857142857
"Stacking_High,Handling_Stage_Sorting","Damaged,Humidity_Level_Low",0.015,0.375,5.357142857142857
"Humidity_Level_Low,Stacking_High,Dropped,Impact_Events,Fill_Level_Underfilled",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Handling_Stage_Sorting,Humidity_Level_High,Fragile_Label",Damaged,0.01,1.0,5.2631578947368425
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting",Damaged,0.015,1.0,5.2631578947368425
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting,Impact_Events",Damaged,0.01,1.0,5.2631578947368425
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Damaged",0.015,0.5,5.2631578947368425
"Packaging_Type_Encoded,Dropped,Handling_Stage_Transport,Humidity_Level_Low",Damaged,0.01,1.0,5.2631578947368425
"Stacking_High,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Packaging_Type_Encoded,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Stacking_High,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Humidity_Level_High",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Fill_Level_Underfilled,Stacking_High,Dropped",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting",Damaged,0.015,1.0,5.2631578947368425
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Fill_Level_Underfilled,Stacking_High,Dropped,Impact_Events",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Handling_Stage_Conveyor,Stacking_High,Impact_Events",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Low,Dropped,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Humidity_Level_Medium,Dropped,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting,Stacking_nan",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Fill_Level_Overfilled,Fragile_Label",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Dropped,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Low,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Stacking_High,Dropped,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled",Damaged,0.01,1.0,5.2631578947368425
"Dropped,Humidity_Level_High,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Fill_Level_Underfilled,Dropped,Impact_Events,Humidity_Level_Low","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_High,Impact_Events",Damaged,0.01,1.0,5.2631578947368425
"Handling_Stage_Conveyor,Dropped,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Handling_Stage_Sorting,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Handling_Stage_Loading,Impact_Events,Humidity_Level_Low","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Stacking_High,Dropped,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Stacking_Moderate,Fill_Level_Underfilled,Humidity_Level_High,Impact_Events",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Impact_Events,Handling_Stage_Sorting,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Dropped,Fill_Level_Overfilled,Packaging_Type_Encoded,Impact_Events,Stacking_nan",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Dropped,Packaging_Type_Encoded,Handling_Stage_Sorting,Stacking_nan",Damaged,0.01,1.0,5.2631578947368425
"Stacking_nan,Handling_Stage_Conveyor,Dropped,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Low,Stacking_High,Dropped,Packaging_Type_Encoded,Impact_Events",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Impact_Events,Humidity_Level_High,Fragile_Label",Damaged,0.015,1.0,5.2631578947368425
"Stacking_High,Dropped,Humidity_Level_Low",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Handling_Stage_Conveyor,Impact_Events,Fragile_Label",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Impact_Events,Humidity_Level_High,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Humidity_Level_Low,Stacking_High,Dropped,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Fill_Level_Underfilled,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.015,1.0,5.2631578947368425
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low",Damaged,0.015,1.0,5.2631578947368425
"Humidity_Level_Low,Stacking_High,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Dropped,Handling_Stage_Transport,Humidity_Level_Low",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Dropped,Humidity_Level_High",Damaged,0.01,1.0,5.2631578947368425
"Packaging_Type_Encoded,Dropped,Handling_Stage_Transport",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Fill_Level_Overfilled,Humidity_Level_High,Fragile_Label",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Fragile_Label,Packaging_Type_Encoded,Impact_Events,Humidity_Level_High",Damaged,0.01,1.0,5.2631578947368425
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Dropped",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Stacking_High,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Damaged",0.015,0.5,5.2631578947368425
"Humidity_Level_Low,Stacking_High,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Loading,Stacking_nan",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Packaging_Type_Encoded,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Fragile_Label,Humidity_Level_High,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Handling_Stage_Loading,Humidity_Level_Low","Stacking_High,Damaged",0.01,0.5,5.2631578947368425
"Dropped,Handling_Stage_Sorting,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Handling_Stage_Sorting,Humidity_Level_High,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Packaging_Type_Encoded,Humidity_Level_High,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Dropped,Humidity_Level_High,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Handling_Stage_Sorting,Fill_Level_Overfilled,Impact_Events,Humidity_Level_High",Damaged,0.01,1.0,5.2631578947368425
"Packaging_Type_Encoded,Stacking_Moderate,Handling_Stage_Conveyor,Fragile_Label",Damaged,0.01,1.0,5.2631578947368425
"Stacking_High,Dropped,Impact_Events,Humidity_Level_Low",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_High,Impact_Events,Handling_Stage_Sorting,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Fill_Level_Underfilled,Stacking_High,Dropped,Humidity_Level_Low",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Handling_Stage_Conveyor,Fragile_Label,Packaging_Type_Encoded,Impact_Events",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Handling_Stage_Conveyor,Stacking_High,Packaging_Type_Encoded,Impact_Events",Damaged,0.01,1.0,5.2631578947368425
"Handling_Stage_Sorting,Dropped,Impact_Events,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Packaging_Type_Encoded,Stacking_High,Dropped,Humidity_Level_Low",Damaged,0.01,1.0,5.2631578947368425
"Humidity_Level_Medium,Dropped,Packaging_Type_Encoded,Impact_Events,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Stacking_nan,Packaging_Type_Encoded,Dropped,Fill_Level_Overfilled",Damaged,0.01,1.0,5.2631578947368425
"Fragile_Label,Stacking_High,Impact_Events,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting",Damaged,0.01,1.0,5.2631578947368425
"Stacking_Moderate,Humidity_Level_High,Fill_Level_Overfilled",Damaged,0.015,1.0,5.2631578947368425
"Stacking_Moderate,Handling_Stage_Sorting,Fragile_Label,Impact_Events,Humidity_Level_High",Damaged,0.01,1.0,5.2631578947368425
"Packaging_Type_Encoded,Humidity_Level_Medium,Stacking_High","Fill_Level_Proper,Damaged",0.025,0.3125,5.208333333333334
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Impact_Events","Damaged,Humidity_Level_Low",0.02,0.36363636363636365,5.194805194805195
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged",0.015,0.75,5.172413793103448
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.015,0.75,5.172413793103448
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged",0.01,0.33333333333333337,5.128205128205129
"Fill_Level_Underfilled,Dropped,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.33333333333333337,5.128205128205129
"Stacking_High,Handling_Stage_Sorting,Impact_Events","Fragile_Label,Damaged",0.01,0.33333333333333337,5.128205128205129
"Fragile_Label,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.33333333333333337,5.128205128205129
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fragile_Label,Damaged",0.01,0.33333333333333337,5.128205128205129
"Stacking_High,Dropped","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.33333333333333337,5.128205128205129
"Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.33333333333333337,5.128205128205129
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Stacking_High,Damaged",0.01,0.33333333333333337,5.128205128205129
"Fragile_Label,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.33333333333333337,5.128205128205129
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Impact_Events","Fragile_Label,Damaged",0.01,0.33333333333333337,5.128205128205129
"Humidity_Level_High,Fill_Level_Overfilled","Fragile_Label,Damaged",0.015,0.3333333333333333,5.128205128205128
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Fragile_Label,Damaged",0.015,0.3333333333333333,5.128205128205128
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Impact_Events",0.015,0.75,5.0
"Humidity_Level_Medium,Handling_Stage_Sorting,Impact_Events","Damaged,Dropped",0.015,0.3,5.0
"Fragile_Label,Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting","Damaged,Impact_Events",0.015,0.75,5.0
"Humidity_Level_Medium,Dropped,Handling_Stage_Sorting,Stacking_nan","Damaged,Impact_Events",0.015,0.75,5.0
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Loading","Damaged,Impact_Events",0.015,0.75,5.0
"Humidity_Level_Medium,Dropped,Handling_Stage_Sorting","Damaged,Impact_Events",0.015,0.75,5.0
"Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Stacking_High,Damaged,Impact_Events",0.01,0.39999999999999997,4.999999999999999
"Stacking_High,Impact_Events,Handling_Stage_Sorting,Humidity_Level_Low","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged",0.01,0.39999999999999997,4.999999999999999
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting,Humidity_Level_Low","Stacking_High,Damaged,Impact_Events",0.01,0.39999999999999997,4.999999999999999
"Fill_Level_Underfilled,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged",0.025,0.7142857142857143,4.926108374384237
"Stacking_High,Dropped,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.33333333333333337,4.761904761904762
"Stacking_High,Dropped,Impact_Events","Humidity_Level_Medium,Damaged",0.01,0.33333333333333337,4.761904761904762
"Packaging_Type_Encoded,Stacking_High,Dropped,Impact_Events","Humidity_Level_Medium,Damaged",0.01,0.33333333333333337,4.761904761904762
"Packaging_Type_Encoded,Stacking_High,Dropped","Damaged,Humidity_Level_Low",0.01,0.33333333333333337,4.761904761904762
"Packaging_Type_Encoded,Handling_Stage_Conveyor,Stacking_High,Impact_Events","Humidity_Level_Medium,Damaged",0.01,0.33333333333333337,4.761904761904762
"Fill_Level_Proper,Stacking_High,Handling_Stage_Transport,Impact_Events","Humidity_Level_Medium,Damaged",0.01,0.33333333333333337,4.761904761904762
"Fragile_Label,Handling_Stage_Loading,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.33333333333333337,4.761904761904762
"Stacking_High,Dropped","Damaged,Humidity_Level_Low",0.01,0.33333333333333337,4.761904761904762
"Fragile_Label,Handling_Stage_Loading","Damaged,Humidity_Level_Low",0.01,0.33333333333333337,4.761904761904762
"Packaging_Type_Encoded,Stacking_High,Dropped,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.33333333333333337,4.761904761904762
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Loading,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.33333333333333337,4.761904761904762
"Packaging_Type_Encoded,Stacking_High,Handling_Stage_Sorting,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.33333333333333337,4.761904761904762
"Stacking_High,Handling_Stage_Sorting,Impact_Events","Damaged,Humidity_Level_Low",0.01,0.33333333333333337,4.761904761904762
"Stacking_High,Dropped","Humidity_Level_Medium,Damaged",0.01,0.33333333333333337,4.761904761904762
"Packaging_Type_Encoded,Stacking_High,Dropped","Humidity_Level_Medium,Damaged",0.01,0.33333333333333337,4.761904761904762
"Fill_Level_Underfilled,Handling_Stage_Loading,Impact_Events","Damaged,Humidity_Level_Low",0.015,0.3333333333333333,4.761904761904761
"Stacking_High,Handling_Stage_Sorting","Fill_Level_Underfilled,Packaging_Type_Encoded,Damaged",0.015,0.375,4.6875
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fill_Level_Underfilled,Dropped,Stacking_nan","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fragile_Label,Stacking_High,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Stacking_High,Dropped,Impact_Events","Packaging_Type_Encoded,Damaged",0.02,0.6666666666666667,4.597701149425288
"Humidity_Level_Medium,Stacking_High,Dropped,Impact_Events,Fill_Level_Proper","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Conveyor,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Humidity_Level_Medium,Fill_Level_Underfilled,Stacking_nan,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Stacking_Moderate,Handling_Stage_Conveyor,Fragile_Label","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Humidity_Level_Medium,Handling_Stage_Conveyor,Stacking_High","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Humidity_Level_Medium,Stacking_High,Dropped,Fill_Level_Proper","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fill_Level_Proper,Stacking_High,Dropped,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Stacking_Moderate,Handling_Stage_Conveyor,Humidity_Level_High","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Humidity_Level_Low,Fragile_Label,Impact_Events,Fill_Level_Underfilled,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Humidity_Level_Low,Fragile_Label,Stacking_High,Impact_Events,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Stacking_Moderate,Impact_Events,Humidity_Level_High,Fragile_Label","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Stacking_nan,Dropped,Impact_Events,Fill_Level_Overfilled","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Stacking_Moderate,Humidity_Level_High,Fill_Level_Overfilled","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Stacking_High,Dropped","Packaging_Type_Encoded,Damaged",0.02,0.6666666666666667,4.597701149425288
"Fragile_Label,Stacking_High,Handling_Stage_Sorting,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fill_Level_Underfilled,Handling_Stage_Loading,Stacking_nan,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Dropped,Handling_Stage_Transport","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fragile_Label,Fill_Level_Proper,Humidity_Level_High,Impact_Events","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fill_Level_Proper,Stacking_High,Dropped","Packaging_Type_Encoded,Damaged",0.01,0.6666666666666667,4.597701149425288
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Packaging_Type_Encoded,Damaged,Impact_Events",0.015,0.5,4.545454545454546
"Humidity_Level_Medium,Dropped,Handling_Stage_Sorting,Stacking_nan","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.5,4.545454545454546
"Humidity_Level_Medium,Stacking_High,Dropped","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.5,4.545454545454546
"Fill_Level_Underfilled,Handling_Stage_Sorting,Stacking_nan","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.5,4.545454545454546
"Fragile_Label,Fill_Level_Underfilled,Humidity_Level_Low","Stacking_High,Damaged,Impact_Events",0.02,0.36363636363636365,4.545454545454546
"Humidity_Level_Medium,Dropped,Handling_Stage_Sorting","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.5,4.545454545454546
"Fragile_Label,Humidity_Level_High,Fill_Level_Proper","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.5,4.545454545454546
"Fill_Level_Underfilled,Handling_Stage_Loading,Stacking_nan","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.5,4.545454545454546
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Conveyor","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.5,4.545454545454546
"Stacking_nan,Dropped,Fill_Level_Overfilled","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.5,4.545454545454546
"Humidity_Level_Medium,Fill_Level_Underfilled,Stacking_nan","Packaging_Type_Encoded,Damaged,Impact_Events",0.01,0.5,4.545454545454546
"Fragile_Label,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Stacking_Moderate,Humidity_Level_High,Fill_Level_Overfilled","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Handling_Stage_Sorting,Humidity_Level_High,Fill_Level_Overfilled","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Humidity_Level_Medium,Fill_Level_Underfilled,Stacking_High","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Packaging_Type_Encoded,Fragile_Label,Stacking_High,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Packaging_Type_Encoded,Dropped,Handling_Stage_Sorting,Stacking_nan","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Fragile_Label,Fill_Level_Underfilled,Stacking_High,Humidity_Level_Low","Damaged,Impact_Events",0.02,0.6666666666666667,4.4444444444444455
"Fill_Level_Proper,Stacking_High,Dropped","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Stacking_High,Dropped","Damaged,Impact_Events",0.02,0.6666666666666667,4.4444444444444455
"Fragile_Label,Packaging_Type_Encoded,Humidity_Level_High,Fill_Level_Proper","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Humidity_Level_Medium,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Humidity_Level_Medium,Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Fragile_Label,Stacking_High,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Fragile_Label,Fill_Level_Underfilled,Handling_Stage_Sorting,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Fragile_Label,Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Loading,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Humidity_Level_Medium,Handling_Stage_Conveyor,Stacking_High","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Packaging_Type_Encoded,Dropped,Fill_Level_Overfilled","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Packaging_Type_Encoded,Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Stacking_High,Packaging_Type_Encoded,Humidity_Level_Low,Fill_Level_Underfilled,Handling_Stage_Sorting","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Fill_Level_Underfilled,Packaging_Type_Encoded,Handling_Stage_Loading,Stacking_nan","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Humidity_Level_Medium,Stacking_High,Dropped,Fill_Level_Proper","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Fill_Level_Underfilled,Stacking_High,Handling_Stage_Sorting,Humidity_Level_Low","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Packaging_Type_Encoded,Stacking_High,Dropped,Fill_Level_Proper","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
"Humidity_Level_Medium,Stacking_High,Dropped,Packaging_Type_Encoded,Fill_Level_Proper","Damaged,Impact_Events",0.01,0.6666666666666667,4.4444444444444455
